family,propulsion,mission,sweep,agent,seed,trip_time_days
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,6,220.0
nuclear,nep_brayton,mars_crew_fast,my_pilot_nuclear,sac,7,220.0
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,0,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,1,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,2,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,3,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,4,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,5,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,6,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,max_thrust,7,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,0,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,1,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,2,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,3,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,4,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,5,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,6,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,ppo,7,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,0,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,1,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,2,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,3,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,4,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,5,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,6,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,prograde,7,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,0,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,1,0.0729166666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,2,0.0520833333333333
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,3,0.0520833333333333
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,4,0.0625
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,5,0.0625
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,6,0.0729166666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,random,7,0.0520833333333333
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,0,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,1,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,2,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,3,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,4,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,5,0.0833333333333333
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,6,0.0416666666666666
nuclear,ntp_nerva,mars_crew_fast,my_pilot_nuclear,sac,7,0.0416666666666666
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,0,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,1,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,2,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,3,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,4,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,5,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,6,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,max_thrust,7,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,0,0.1145833333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,1,0.0937499999999999
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,2,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,3,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,4,0.1041666666666666
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,5,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,6,0.1145833333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,ppo,7,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,0,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,1,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,2,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,3,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,4,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,5,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,6,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,prograde,7,0.0833333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,0,0.1562499999999999
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,1,0.0937499999999999
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,2,0.1354166666666666
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,3,0.1041666666666666
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,4,0.1041666666666666
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,5,0.1458333333333333
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,6,0.1041666666666666
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,random,7,0.1666666666666666
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,0,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,1,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,2,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,3,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,4,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,5,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,6,0.125
nuclear,ntp_pewee,mars_crew_fast,my_pilot_nuclear,sac,7,0.125
nuclear,nep_kilopower,leo_geo_transfer,smoke,max_thrust,0,2.5
nuclear,nep_kilopower,leo_geo_transfer,smoke,max_thrust,1,2.5
nuclear,nep_kilopower,leo_geo_transfer,smoke,max_thrust,2,2.5
nuclear,nep_kilopower,leo_geo_transfer,smoke,ppo,0,2.5
nuclear,nep_kilopower,leo_geo_transfer,smoke,ppo,1,2.5
nuclear,nep_kilopower,leo_geo_transfer,smoke,ppo,2,2.5
nuclear,nep_kilopower,leo_geo_transfer,smoke,random,0,2.5
nuclear,nep_kilopower,leo_geo_transfer,smoke,random,1,2.5
nuclear,nep_kilopower,leo_geo_transfer,smoke,random,2,2.5
nuclear,ntp_pewee,leo_geo_transfer,smoke,max_thrust,0,0.041666666666666005
nuclear,ntp_pewee,leo_geo_transfer,smoke,max_thrust,1,0.041666666666666005
nuclear,ntp_pewee,leo_geo_transfer,smoke,max_thrust,2,0.041666666666666005
nuclear,ntp_pewee,leo_geo_transfer,smoke,ppo,0,0.041666666666666005
nuclear,ntp_pewee,leo_geo_transfer,smoke,ppo,1,0.041666666666666005
nuclear,ntp_pewee,leo_geo_transfer,smoke,ppo,2,0.041666666666666005
nuclear,ntp_pewee,leo_geo_transfer,smoke,random,0,0.0625
nuclear,ntp_pewee,leo_geo_transfer,smoke,random,1,0.041666666666666005
nuclear,ntp_pewee,leo_geo_transfer,smoke,random,2,0.041666666666666005
